"","ensemblID","logFC","AveExpr","t","P.Value","adj.P.Val","B","symbol"
"1118","ENSG00000235049",-2.02215500039528,-2.3267320318411,-10.0877239726463,3.34492056322503e-12,1.34019817233216e-10,17.7359346982347,"LINC00940"
"1123","ENSG00000235072",-3.0492249172841,0.075197223700399,-10.8778635584431,4.03512090603194e-13,2.39469849119377e-11,19.8356690996454,"ARNILA"
"1129","ENSG00000235151",-2.52367150320817,-1.88467974177662,-7.57049982986378,4.77891067186998e-09,6.70162573218567e-08,10.5111527789453,"AC131097.3"
"1136","ENSG00000235271",-3.03086230626511,-0.299016442308381,-9.28278298825492,3.13594362165898e-11,8.38187111187609e-10,15.5111113999306,"Z97353.2"
"1148","ENSG00000235532",-3.50586157390671,1.21956038377662,-9.6217805023904,1.20945326063751e-11,3.94431772674575e-10,16.4585109624607,"LINC00402"
"1150","ENSG00000235576",-2.96137272431227,0.451987745048176,-6.72902199762891,6.31210357058249e-08,6.54064525158634e-07,7.94737826051448,"LINC01871"
"1155","ENSG00000235621",-1.6391235889896,-0.564519317231483,-4.2731346045558,0.000128194297696761,0.00060461144664829,0.450652449980677,"LINC00494"
"1159","ENSG00000235665",-2.7001045022262,-0.727171014776004,-9.12176384973603,4.95609382809665e-11,1.22648745498839e-09,15.0558904995767,"LINC00298"
"1166","ENSG00000235823",-1.64751550702105,-1.56138161545097,-7.04325476760573,2.39184717445821e-08,2.81862774872429e-07,8.91074794921292,"OLMALINC"
"1197","ENSG00000236255",-1.64493511320979,0.278576839690886,-6.5161633724481,1.22240005848803e-07,1.17680481603184e-06,7.2918063295659,"AC009404.1"
"1213","ENSG00000236463",-2.07220291329678,-1.96342988696651,-6.57808756699087,1.0083134006945e-07,9.98111641581592e-07,7.48272830388191,"LINC00427"
"1221","ENSG00000236611",-2.10344806201866,-2.17086287946941,-5.80770358833133,1.11737235619929e-06,8.42434677872832e-06,5.10160504830608,"LINC02556"
"1231","ENSG00000236790",-3.16321551373561,1.49436630961878,-12.8196817543434,3.13051348649769e-15,7.74710013982104e-13,24.6433702637167,"LINC00299"
"1237","ENSG00000236871",-2.56865137787452,2.55025564923087,-9.37492771567083,2.41692692000027e-11,7.01242176030423e-10,15.7701122372773,"LINC00106"
"1238","ENSG00000236871",-2.56865137787452,2.55025564923087,-9.37492771567083,2.41692692000027e-11,7.01242176030423e-10,15.7701122372773,"LINC00106"
"1259","ENSG00000237232",-1.78655232255332,-2.42160609243871,-4.60970343409967,4.61965732210537e-05,0.000242632938253399,1.44412931303246,"ZNF295-AS1"
"1261","ENSG00000237248",-3.46282475448961,0.310305584508075,-11.1419924664087,2.0260924607419e-13,1.465894067114e-11,20.5188563952457,"LINC00987"
"1263","ENSG00000237292",-1.72527443338268,-2.25231701665163,-5.3664392131826,4.44073603257229e-06,2.87418099831255e-05,3.74074984881323,"LINC01732"
"1264","ENSG00000237310",-1.5792689861936,-0.356393259648651,-4.6180992099775,4.50256348559241e-05,0.000237074900924747,1.46918740226937,"AC008267.5"
"1268","ENSG00000237356",-2.95059640835056,-0.488991569750387,-8.99234081858188,7.17689142353601e-11,1.66813161429923e-09,14.6875980815918,"AL365295.1"
"1270","ENSG00000237359",-1.95336422896381,0.306316703083029,-6.77739038174115,5.43391129208085e-08,5.75830347752749e-07,8.09604175512395,"AL354977.2"
"1275","ENSG00000237422",-2.84147839503678,-0.111924200589148,-8.84749405415274,1.08886150078528e-10,2.37349240093455e-09,14.2729159584462,"AL158071.4"
"1276","ENSG00000237424",-1.8714959216105,0.3642643731734,-7.73367357319933,2.91843348758637e-09,4.32318650784361e-08,11.0015376011454,"FOXD2-AS1"
"1278","ENSG00000237471",-2.65536127547358,-1.71040446747684,-8.89359975900333,9.53289795690328e-11,2.15617751100495e-09,14.4051961931195,"AC073115.2"
"1280","ENSG00000237476",-2.15827498731227,-0.33922867128772,-7.79494928474213,2.42673450404306e-09,3.73966009469199e-08,11.1850233444304,"LINC01637"
"1281","ENSG00000237484",-2.08254059111236,-0.837070362092372,-6.62744581667538,8.64988058984996e-08,8.70575302428201e-07,7.6347930854343,"LINC01684"
"1282","ENSG00000237491",-2.72402847299595,1.14528925791995,-9.9939768365859,4.32225560669212e-12,1.65306630339579e-10,17.4812440310059,"LINC01409"
"1283","ENSG00000237513",-2.33385906830496,1.47115998226956,-7.99873244333586,1.31757653926449e-09,2.20334124794674e-08,11.7924969357773,"AC007384.1"
"1284","ENSG00000237520",2.35376559931621,-1.23199511076375,4.33203682341264,0.000107366220605954,0.000515627500101882,0.622831354182927,"AL391832.1"
"1296","ENSG00000237604",-1.68029175659948,-1.22248476752895,-4.34857513428882,0.000102141082093946,0.000493349635326329,0.67131306582034,"AP001056.1"
"1305","ENSG00000237753",-1.91665042572324,-0.105164713083364,-6.94721432448536,3.21526187978349e-08,3.62394071632863e-07,8.61695557648964,"AC079922.2"
"1316","ENSG00000237877",-3.01104840835094,-0.596014622163078,-10.7660900883043,5.41564543286012e-13,2.99784478105822e-11,19.5437392589277,"LINC01473"
"1320","ENSG00000237940",-3.23989955851963,1.41490954378208,-9.37961730517257,2.3851724922411e-11,6.96834769087382e-10,15.7832643007114,"LINC01238"
"1321","ENSG00000237943",-3.30619485453165,3.90740311359979,-9.20193768231266,3.94448207162062e-11,1.00572339850351e-09,15.2829677011695,"PRKCQ-AS1"
"1322","ENSG00000237980",-2.25479275627017,-2.04338192514353,-6.04480996773607,5.32089324110808e-07,4.41472580338689e-06,5.8350455847191,"LINC02773"
"1328","ENSG00000238039",-1.93912680800974,0.396788925920839,-3.16637654401764,0.0030745717264063,0.0102250776703489,-2.5929663992199,"AC244197.2"
"1329","ENSG00000238042",-2.08588193310093,-2.17513354123995,-5.11152826464784,9.8237977804083e-06,5.87890714966966e-05,2.96001198900618,"LINC02257"
"1336","ENSG00000238121",-2.3490125301135,2.72866220100849,-8.43620152093142,3.60657743554755e-10,6.62570797875482e-09,13.0814192603843,"LINC00426"
"1338","ENSG00000238142",-2.35848500969075,-0.0349582915996174,-4.93258161974753,1.71093045586193e-05,9.81976047450358e-05,2.41567658773065,"BX284668.5"
"1348","ENSG00000239407",-2.24216310594397,-0.471470968057164,-8.54830351748179,2.59689624481146e-10,5.08146162880085e-09,13.4081865733194,"Z68871.1"
"1362","ENSG00000240440",-1.50715480274693,-1.97470360457301,-3.558963747552,0.00103644722789906,0.00387585198913008,-1.56229705417779,"AC007879.4"
"1376","ENSG00000241163",-1.69840444479095,2.86984243406203,-4.54358670988472,5.65290056053386e-05,0.000287484704897568,1.24722906378739,"LINC00877"
"1381","ENSG00000241280",-1.57095657495675,-2.56392503684792,-5.50067110132362,2.91985715672283e-06,1.96541424933327e-05,4.15376971542548,"AC106712.2"
"1382","ENSG00000241288",-2.22622465475831,0.253447435360361,-9.60713764751581,1.2598808265616e-11,4.0771681825728e-10,16.4178995383467,"LINC02614"
"1384","ENSG00000241316",-2.39592066885303,-1.03980822313104,-7.40139165899691,7.98881560318217e-09,1.04700770226129e-07,10.0003461778483,"SUCLG2-AS1"
"1391","ENSG00000241657",-2.70187946761751,0.818909051321485,-6.57998939594427,1.00237181740486e-07,9.94570338637318e-07,7.48858947472465,"TRBV11-2"
"1403","ENSG00000242086",-2.20273041147998,5.67919896394316,-8.29493594542569,5.46709950948319e-10,9.82909728051102e-09,12.6675577331223,"MUC20-OT1"
"1404","ENSG00000242125",-1.66215020983997,3.80442253035105,-6.53607722997152,1.14898325278424e-07,1.11634469849037e-06,7.35322044661673,"SNHG3"
"1405","ENSG00000242258",-2.68140661284643,-0.656123489667186,-7.76779901336502,2.63332677267376e-09,3.97075474288119e-08,11.1037696748344,"LINC00996"
"1443","ENSG00000244063",-2.15189578502914,-0.0635748598817411,-4.39144654238395,8.97306090436563e-05,0.00044151657572709,0.79726274890676,"AC104653.2"
"1450","ENSG00000244625",-1.88361505272996,4.61201858080018,-7.67226953957598,3.5124659592755e-09,5.09549803126622e-08,10.8172985864921,"MIATNB"
"1451","ENSG00000244649",-2.43851430269977,-1.44016512275977,-5.88749888228122,8.70436189704531e-07,6.79392402613536e-06,5.34837068126248,"LINC02086"
"1457","ENSG00000245060",-1.5544968499769,2.53522937087546,-6.93423902906258,3.34655191399944e-08,3.74439997398821e-07,8.57721719601313,"LINC00847"
"1458","ENSG00000245149",-1.71336958653689,0.280452529128166,-6.35033949190412,2.04892909050003e-07,1.88618045595922e-06,6.77987747008451,"RNF139-AS1"
"1460","ENSG00000245164",-3.05855618995156,4.29350130925531,-8.62946445815152,2.04922676361257e-10,4.16478115677202e-09,13.6438323723828,"LINC00861"
"1468","ENSG00000245556",-2.30300133919417,1.13466816899439,-9.23558378085505,3.58497175195485e-11,9.4167119213101e-10,15.3780184776625,"SCAMP1-AS1"
"1469","ENSG00000245571",-1.55114426743219,0.781296575173275,-4.8303290600049,2.34624795895398e-05,0.000130910678558613,2.1063660516574,"FAM111A-DT"
"1472","ENSG00000245685",-1.78620436010102,-1.54527462322587,-5.83257666542211,1.03368573698344e-06,7.89240634390075e-06,5.178513064164,"FRG1-DT"
"1482","ENSG00000245910",-3.02030504081192,2.13635252691397,-9.00111087542265,6.99860605136284e-11,1.64486791385941e-09,14.7126214928218,"SNHG6"
"1483","ENSG00000245937",-2.73625939760453,2.00485753905981,-7.74071154063485,2.85718292759291e-09,4.24740939094819e-08,11.0226311376001,"LINC01184"
"1484","ENSG00000245954",-1.92723521777165,0.456698314351275,-4.57516470636923,5.13376118507953e-05,0.000265002862645762,1.34117362462491,"LINC02273"
"1487","ENSG00000246084",-2.68407791088511,0.968414424892475,-7.5861004749685,4.55829314366948e-09,6.41362516903595e-08,10.5581459129356,"LINC02325"
"1490","ENSG00000246145",-1.63921184721592,-1.5335459910608,-7.76294277783052,2.67211298676552e-09,4.0148497626152e-08,11.0892285088553,"RRS1-AS1"
"1492","ENSG00000246223",-3.41492710968692,2.22269205473581,-9.23374476613567,3.60373334758956e-11,9.4167119213101e-10,15.3728269912744,"LINC01550"
"1501","ENSG00000246526",-2.32411380037809,1.03401546085434,-7.56244443015444,4.89702013043448e-09,6.84443976370028e-08,10.4868790598316,"LINC02481"
"1508","ENSG00000246898",-1.55773065837821,-2.05647773741848,-5.54573127056217,2.536186777588e-06,1.72370561765957e-05,4.29264055347601,"LINC00920"
"1511","ENSG00000247134",-2.14260624127638,-1.39130200405603,-7.01474993207391,2.61117259600159e-08,3.02622675244592e-07,8.82361468181944,"AC090204.1"
"1513","ENSG00000247157",-2.20536783893906,-2.19638801257112,-11.136374829899,2.05580579890007e-13,1.465894067114e-11,20.5044233000597,"LINC01252"
"1514","ENSG00000247317",-2.89711930946963,-0.252644438459959,-8.12174930094629,9.13273192309984e-10,1.61434467228912e-08,12.1570904169226,"LY6E-DT"
"1521","ENSG00000247774",-2.61295475623359,4.78842240012784,-9.28143564660552,3.14793352906209e-11,8.38187111187609e-10,15.5073161334113,"PCED1B-AS1"
"1523","ENSG00000247970",-2.11956185275006,-2.0786116310074,-10.0924226581434,3.30232042925173e-12,1.33585211979443e-10,17.7486690476862,"AL160313.2"
"1524","ENSG00000247982",-2.91105104767217,3.27604843264759,-7.78213923254109,2.5220837406324e-09,3.84274426400029e-08,11.1466953497868,"LINC00926"
"1528","ENSG00000248103",-2.40331976759991,-1.76838693076825,-6.68339205644038,7.27127036868734e-08,7.44287942605052e-07,7.8070209723557,"AC008443.3"
"1556","ENSG00000248508",-2.19894713477944,0.563780192006873,-7.86439606590049,1.9697654311136e-09,3.13894059420262e-08,11.3925225023124,"SRP14-AS1"
"1566","ENSG00000248693",-2.0957290402239,1.38156497961584,-5.53322075050262,2.63736109967249e-06,1.78669535367506e-05,4.2540743569089,"LINC02100"
"1569","ENSG00000248714",-1.87438151390837,0.701834911210177,-7.41253328117993,7.72225666297161e-09,1.01523543066005e-07,10.0340778905506,"AC091180.3"
"1573","ENSG00000248787",-1.58317072082699,-2.0552001438537,-4.75602491296401,2.94945479232512e-05,0.000160730004032536,1.88249877950575,"AC092903.2"
"1575","ENSG00000248810",-2.48672786880178,1.94154988717987,-5.79078208643424,1.17814565731765e-06,8.86665255873946e-06,5.04929053150008,"LINC02432"
"1588","ENSG00000249021",-2.6463642982401,-1.35864251065984,-11.1015228532103,2.25034184408303e-13,1.57786468967622e-11,20.4147855843366,"AC008549.2"
"1606","ENSG00000249258",-2.40392012979475,-1.84342168889112,-11.7683387136764,4.09892054270652e-14,4.79004408976843e-12,22.1017424464538,"AC079193.2"
"1638","ENSG00000249667",-2.51204233089251,-0.040545525156953,-6.56273436623342,1.05759449768991e-07,1.03955608686482e-06,7.43540636926381,"LINC01259"
"1640","ENSG00000249685",-2.43331943117512,0.543097693622655,-9.28356920277262,3.12896859327483e-11,8.38187111187609e-10,15.5133259441727,"AC079921.2"
"1647","ENSG00000249790",2.2028846477851,6.12122043823855,5.06026867959259,1.1518903878087e-05,6.85431805022802e-05,2.80372702931405,"AC092490.1"
"1648","ENSG00000249806",-2.49331357596846,0.116601121508574,-5.49842716204189,2.94040874185991e-06,1.97608619440969e-05,4.1468568120409,"AC139720.1"
"1653","ENSG00000249859",-2.94835528412177,3.44033601704875,-13.2423529425615,1.1556977876688e-15,4.42001872065694e-13,25.6256393463927,"PVT1"
"1658","ENSG00000249951",-1.64081669690427,-2.13103303311574,-4.74545779653548,3.04685615393035e-05,0.000165423395337559,1.85072731556721,"AC108067.1"
"1668","ENSG00000250075",-1.8784894950807,-2.0954127886602,-13.9298151808907,2.38846255312636e-16,1.67471032683376e-13,27.1766086587421,"AC104806.2"
"1669","ENSG00000250081",-2.37238685809925,-1.26587627602419,-4.76936482239282,2.83087880295416e-05,0.000155030075358934,1.92263086086184,"AC025176.1"
"1679","ENSG00000250259",-2.36386688643041,-2.40926827283457,-9.13469840309356,4.77660944834884e-11,1.1890648490653e-09,15.0925807527004,"AC019103.1"
"1687","ENSG00000250338",-1.78175714319902,-2.45241174026391,-5.85118945177396,9.75189363607228e-07,7.51395907087108e-06,5.23607146389939,"AC095057.2"
"1693","ENSG00000250415",-2.30701356242207,-1.74993141387279,-7.16688740450319,1.6360511858972e-08,2.0184361698151e-07,9.2880023709965,"AC022113.2"
"1698","ENSG00000250490",-2.26644204260007,-1.49967614694127,-7.79842082665045,2.40152838077967e-09,3.71442275659562e-08,11.1954074608986,"LINC02145"
"1730","ENSG00000250903",-1.82693625319842,3.46126679555957,-8.05688918619123,1.10773220579726e-09,1.92571462387979e-08,11.9650633750106,"GMDS-DT"
"1731","ENSG00000250950",-1.54860787608167,2.4262228008781,-4.64733555237939,4.11719872841918e-05,0.000218424401645139,1.55653986441435,"AC093752.2"
"1743","ENSG00000251136",-2.37864914710529,1.25902216325758,-9.62675742400248,1.19278480529546e-11,3.92034818427968e-10,16.4723078368944,"AF117829.1"
"1755","ENSG00000251230",2.09256251123557,0.36020738374307,4.06456077983369,0.000238915010938592,0.00104157041556338,-0.15238823910143,"MIR3945HG"
"1759","ENSG00000251301",-2.51825871700258,2.70676074088563,-6.30532627830941,2.35779264208794e-07,2.15167758031756e-06,6.64077619796635,"LINC02384"
"1760","ENSG00000251323",-3.14731402170074,-0.874413412293737,-14.9402803229585,2.58717575358407e-17,3.62808279844273e-14,29.3556735372614,"LINC02728"
"1772","ENSG00000251417",-1.71565399729081,-1.85844580210709,-7.81949057669693,2.25412509796924e-09,3.51226084709504e-08,11.2584056108173,"AC145285.2"
"1773","ENSG00000251432",-1.60138314959671,0.175143186697739,-6.95928917676178,3.09774839753159e-08,3.52222365092308e-07,8.65392656275069,"LINC02615"
"1780","ENSG00000251513",-2.01966306085605,-0.381303514212444,-7.12160688285487,1.87993600363614e-08,2.27921924129604e-07,9.1499612098465,"LIX1-AS1"
"1786","ENSG00000251562",-2.69192848146394,10.8069205658514,-9.99570573098169,4.30182645492996e-12,1.65306630339579e-10,17.4859517032396,"MALAT1"
"1791","ENSG00000251600",-2.11358380925386,-0.312191960060218,-6.00319208370102,6.06065874529301e-07,4.88825519478136e-06,5.70628131553343,"AC107223.1"
"1792","ENSG00000251611",-1.58192181772659,-2.44591117979294,-5.37460760525292,4.32894594291842e-06,2.82354660183842e-05,3.76585130205847,"FAM160A1-DT"
"1793","ENSG00000251615",-2.05711268976592,-0.633558463222752,-11.0642252768103,2.47939387994188e-13,1.62981407076804e-11,20.3186777366466,"AC104825.1"
"1796","ENSG00000251637",-1.75935166060525,-1.27753598255223,-5.26492848316476,6.09470124787208e-06,3.81553692705325e-05,3.42920480688137,"LINC02754"
"1828","ENSG00000253364",-1.57621879886285,-0.856777640473723,-3.66037049712964,0.00077640575721025,0.00299115294925231,-1.28624255446621,"COPDA1"
"1840","ENSG00000253522",-1.55728158959399,-0.818571133153024,-3.88125913192035,0.00040976810745768,0.00170513791105288,-0.672795437835223,"MIR3142HG"
"1874","ENSG00000253853",-1.56821558512006,-2.07224967844515,-3.35130146757857,0.00185424489154636,0.00650067354894628,-2.11545292441528,"AC246817.1"
"1881","ENSG00000253986",1.75969227379357,-0.644317892854439,4.26459825298535,0.000131524211776543,0.000618928813136371,0.425764703486205,"AC104561.3"
"1904","ENSG00000254266",-1.80789240004209,-2.39021591105331,-7.50702368506639,5.79366691326805e-09,7.96534532814337e-08,10.3197164804034,"PKIA-AS1"
"1906","ENSG00000254275",-2.35689962009653,-1.88379470631768,-6.39579192645425,1.77823541795515e-07,1.65876638654929e-06,6.92028259603406,"LINC00824"
"1909","ENSG00000254295",-1.89428206945142,-0.192048608896219,-4.99378182339324,1.41563544527421e-05,8.26016410300779e-05,2.6014344139126,"AC008429.3"
"1910","ENSG00000254298",-2.37006313530346,-1.75655664614819,-5.32151572974513,5.10892820267836e-06,3.2467161553879e-05,3.60278246951404,"AC008641.1"
"1916","ENSG00000254363",-2.87007992475987,-0.62658966757931,-12.5368638342448,6.17083932181912e-15,1.29803605134465e-12,23.9736055146968,"AC011379.2"
"1934","ENSG00000254615",-1.56756157226091,-1.93647760937635,-5.70453758079965,1.54320329220062e-06,1.1221060739776e-05,4.78276470119329,"AC027031.2"
"1945","ENSG00000254789",1.88158560570034,-0.359957649530309,2.97234841979249,0.00515475831855621,0.0161114920105245,-3.07706731789633,"AC073172.1"
"1948","ENSG00000254810",-1.83722765689572,-1.14648882244411,-4.56018781802191,5.37384443504025e-05,0.000275368618005047,1.29659494339485,"AP001189.3"
"1951","ENSG00000254839",-2.04593475328267,-1.68171681165301,-7.45827372942944,6.718786614865e-09,9.03083924789079e-08,10.1724464270557,"AF131215.3"
"1952","ENSG00000254842",-2.4062004972791,-1.1359413099783,-13.0644876430394,1.7532623704148e-15,5.09096478668391e-13,25.2149932200691,"LINC02551"
"1954","ENSG00000254887",-1.62848813453697,0.743633809567245,-4.42449061576397,8.11872767747408e-05,0.000404206950758976,0.894603463350556,"AC010247.1"
"1977","ENSG00000255198",-2.03571474450123,-0.289522954780004,-5.33342680330677,4.92258354067927e-06,3.1366149881224e-05,3.63934942224914,"SNHG9"
"1985","ENSG00000255299",-2.62186190315174,-0.259263662226877,-10.8459388841165,4.38818728187916e-13,2.52891834176241e-11,19.7524595771145,"AP003557.1"
"1998","ENSG00000255447",-1.58526548143345,-2.44433982424673,-6.64572627676052,8.17267958459638e-08,8.28493084636071e-07,7.69108471943041,"AC044839.3"
"2000","ENSG00000255455",-2.25486850013301,1.66138752790168,-9.39480771510813,2.28519484624917e-11,6.72294735536382e-10,15.8258465218494,"AP003486.1"
"2004","ENSG00000255477",1.77903735342067,-2.26019644031639,6.1410261608003,3.93857928758174e-07,3.39454477019039e-06,6.1327151861151,"AC021713.1"
"2010","ENSG00000255545",-2.74568945068263,-1.45561153116179,-9.1128868295884,5.08322396552292e-11,1.25059200134239e-09,15.0306975345805,"AP004608.1"
"2014","ENSG00000255571",-2.91655679983146,-0.136064275270013,-8.44875674239059,3.47606315834601e-10,6.4522820476619e-09,13.118090075382,"MIR9-3HG"
"2020","ENSG00000255666",-1.75661614045235,-2.5697644654344,-5.96160926774958,6.90270648216053e-07,5.48954369951784e-06,5.57762933463246,"LINC02700"
"2021","ENSG00000255670",-2.42331080130698,-0.0204172183976388,-7.42348983984898,7.46888384618443e-09,9.85002957394919e-08,10.0672389018899,"AC007619.1"
"2023","ENSG00000255717",-3.1343954975797,3.5255615293517,-12.1724795306288,1.50067688859263e-14,2.52533906812367e-12,23.0956312855758,"SNHG1"
"2029","ENSG00000255801",1.61626486512583,2.36004010361097,2.71958775338702,0.00987060482157491,0.0285203533546467,-3.6789075916439,"AC092746.1"
"2043","ENSG00000256039",-3.35117575091822,0.820343437335371,-7.62138358825841,4.09653256841215e-09,5.80273148663634e-08,10.6643441689187,"LINC02446"
"2051","ENSG00000256128",-3.57226909312257,1.45482991672144,-9.01841630890728,6.65988117201706e-11,1.57793424494078e-09,14.7619702673137,"LINC00944"
"2054","ENSG00000256155",-2.16252316003847,-1.07955225483972,-5.68035711031429,1.66450607570263e-06,1.20319193479054e-05,4.70807652039765,"LINC02598"
"2057","ENSG00000256249",1.84732192227463,0.415669995668727,2.8906051897076,0.00637926915274006,0.0195609222489631,-3.27542250255636,"AC026333.3"
"2062","ENSG00000256299",-1.54342635669162,-0.0784751297121487,-4.7033696997292,3.46734114764539e-05,0.000186297627179363,1.72435313073512,"AC073912.3"
"2063","ENSG00000256312",-2.56971829706371,-1.76268749193109,-8.54450692983289,2.62587978215294e-10,5.11438714977659e-09,13.3971441576973,"AC138466.1"
"2066","ENSG00000256427",-4.12270869771632,-0.123838370327145,-12.2253742340163,1.31772377627083e-14,2.30985996948808e-12,23.2241403333573,"AC010175.1"
"2071","ENSG00000256576",-2.07941619110594,0.10689886670131,-7.43998360665188,7.10320055972208e-09,9.45669770719961e-08,10.1171391790278,"LINC02361"
"2072","ENSG00000256582",-3.97403505905975,0.818929150865539,-16.1600150654088,2.03520124556098e-18,4.28104582003751e-15,31.8360824207417,"LINC02390"
"2077","ENSG00000256732",-2.05536920526052,-2.40426900234419,-7.18692923989792,1.53854492624362e-08,1.91255460970038e-07,9.34905251805117,"AC006065.4"
"2078","ENSG00000256742",-2.16650504445958,-0.168682107592215,-7.0122197444793,2.63159446450175e-08,3.04151590993375e-07,8.81587776067303,"KDM2B-DT"
"2085","ENSG00000256973",-1.88071717319704,0.117872523956761,-6.31725078317295,2.27168631427012e-07,2.0776052878553e-06,6.67763042696649,"AC053513.2"
"2092","ENSG00000257084",-1.83030889008526,-2.61152673462783,-4.52899610058004,5.90991163470702e-05,0.000299915539773371,1.20388332659306,"MIR200CHG"
"2096","ENSG00000257135",-1.59584625597326,-0.956351307900456,-6.54958621168174,1.1017189198334e-07,1.07290080919887e-06,7.39487319271136,"ODC1-DT"
"2101","ENSG00000257242",-3.8870561184006,1.61989265444102,-14.2554362092725,1.15299392495436e-16,9.70129088456599e-14,27.8916169327155,"LINC01619"
"2102","ENSG00000257258",1.7115504837685,-1.51804605700705,4.0319787831452,0.000263105796347553,0.00113759895906128,-0.24558250661434,"AC012150.1"
"2109","ENSG00000257354",-1.94616518781859,0.236133205011634,-9.31172391586733,2.88930574027284e-11,7.84213499956634e-10,15.592577162668,"AC048341.1"
"2118","ENSG00000257477",-1.58398173189969,-2.78421586183967,-5.73339449707371,1.40994623850715e-06,1.03700066877615e-05,4.87192063644603,"LINC01154"
"2126","ENSG00000257556",-1.90549722778278,-1.34723167545497,-5.45446966919908,3.37338707676306e-06,2.24199675070177e-05,4.01149184804426,"LINC02298"
"2130","ENSG00000257613",-1.84835747686333,-0.984985071243851,-5.99328402707479,6.25145565261597e-07,4.99997603242498e-06,5.67562645769847,"AC084032.1"
"2164","ENSG00000258181",-3.64723882312077,0.135485157990479,-8.85954896574537,1.05162952926416e-10,2.32852917348121e-09,14.3075277653335,"AC008083.3"
"2172","ENSG00000258301",-2.38569775610227,-0.464803358043303,-8.85343238117797,1.07035649778029e-10,2.35758627547732e-09,14.2899682092542,"VASH1-AS1"
"2183","ENSG00000258413",-2.26236751121667,-0.826740053705894,-5.5844551860332,2.24691854159933e-06,1.56244401727412e-05,4.41206075988679,"AL158801.2"
"2187","ENSG00000258441",-2.4314494810184,2.79613644294889,-10.5793296873087,8.88690222059781e-13,4.58356201260104e-11,19.0522092280278,"LINC00641"
"2190","ENSG00000258476",1.53347074389913,0.828484717328069,3.30041156130469,0.00213368429739997,0.00736979461343324,-2.24834394854212,"LINC02207"
"2194","ENSG00000258499",-1.54689325062108,-2.0258455364471,-4.78648012963,2.6856217996021e-05,0.000148273109067271,1.97415936218189,"LINC02287"
"2195","ENSG00000258504",-1.87013946521025,-1.87772331410728,-6.83841840281095,4.49900584264183e-08,4.89591845678797e-07,8.28343303531359,"AL157871.1"
"2196","ENSG00000258511",-2.31688644594901,-1.47850443593463,-4.71154905033729,3.38136879825686e-05,0.000182143643204438,1.74889102926868,"LINC02295"
"2203","ENSG00000258561",-2.43797460572977,-1.57361959658283,-6.48410041410896,1.35064822358557e-07,1.29140388105102e-06,7.19289325810488,"AL359232.1"
"2227","ENSG00000258733",-2.86106582292746,0.952775158136088,-9.31713579735016,2.84541919479979e-11,7.78229242088041e-10,15.6077990335634,"LINC02328"
"2234","ENSG00000258768",-2.0669279848446,-1.03874695275122,-12.0783916131691,1.89274878220496e-14,2.84385504526295e-12,22.8661461261596,"AL356019.2"
"2249","ENSG00000258819",2.17968437193834,1.74359675769266,2.95159672497064,0.00544279521290947,0.0168987745097492,-3.1277475468513,"LINC02289"
"2257","ENSG00000258867",-2.13177915146425,0.857182848985379,-7.91187558738464,1.70842022548284e-09,2.75376394199476e-08,11.5341029543003,"LINC01146"
"2260","ENSG00000258875",-1.64716406295553,1.4351385458013,-5.34737583412555,4.7129405436991e-06,3.01327368804592e-05,3.68218579028112,"AL135818.1"
"2275","ENSG00000259003",-1.63685102480681,-2.02177871966106,-5.37142032320014,4.37222873612385e-06,2.83857504519646e-05,3.75605625755741,"AC243965.1"
"2279","ENSG00000259031",-2.00442984953884,-2.28045172945975,-6.97970346191389,2.90883238135438e-08,3.32539614901029e-07,8.71640986927822,"AL845552.2"
"2286","ENSG00000259097",-2.81909921027483,-1.78591987993666,-9.21891006718755,3.75877088245205e-11,9.70131846777656e-10,15.330933149394,"AL163932.1"
"2308","ENSG00000259268",1.80718412102802,-1.7533998378863,4.2016769446919,0.000158823806738514,0.000729445147324157,0.242843676148631,"AC007950.1"
"2312","ENSG00000259321",-1.80476357315895,0.13268376882921,-6.00294769055887,6.0652940615067e-07,4.88825519478136e-06,5.70552517672862,"AL136295.2"
"2319","ENSG00000259363",-3.0515638064793,0.837851501399752,-8.81182643632082,1.20704848528557e-10,2.61755308123526e-09,14.1704024886125,"AC090825.1"
"2335","ENSG00000259473",-1.90070613769705,-2.19006209876311,-4.66285826650018,3.92600974679873e-05,0.000209552228164595,1.60297675037108,"LINC02205"
"2346","ENSG00000259577",-2.27640681314482,-0.76626886123125,-8.7514194449743,1.43771240659475e-10,3.05477580532532e-09,13.9964271123245,"CERNA1"
"2354","ENSG00000259652",-3.5062041811338,-1.29497495421821,-9.49573929817989,1.72062421795672e-11,5.32254859187052e-10,16.108016851768,"AC090181.1"
"2357","ENSG00000259673",-2.36524264156248,-0.0326418860202442,-8.03552475053475,1.1805743112048e-09,2.01897403546284e-08,11.9017115063395,"IQCH-AS1"
"2373","ENSG00000259780",-1.51597240420001,-1.89597593879372,-6.37039317596732,1.92473878549583e-07,1.7869101973687e-06,6.84183145667543,"AC009065.2"
"2380","ENSG00000259834",-2.88250225214026,2.56608309174751,-9.34191553456978,2.65296068280373e-11,7.44067039503686e-10,15.6774479584594,"AL365361.1"
"2384","ENSG00000259865",-2.49313682217129,1.76246489344803,-9.14510829420969,4.63696124249766e-11,1.16117237780879e-09,15.1220940249604,"AL390728.6"
